product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk,lead_time_demand,safety_stock,reorder_point,target_stock,recommended_order,stock_cover_days,stockout_probability,ml_risk,status
P1478,2025-04-23,S7,34,97,13,86,Yes,Low,Yes,1261,209.31,1470.31,2149.31,2115.31,0.35,62.8,Medium,Critical - Reorder Now
P1479,2025-04-24,S14,183,51,11,96,No,High,No,561,183.54,744.54,1101.54,918.54,3.59,11.55,Low,Critical - Reorder Now
P1480,2025-04-25,S20,285,80,14,97,No,Low,No,1120,206.05,1326.05,1886.05,1601.05,3.56,14.64,Low,Critical - Reorder Now
P1481,2025-04-26,S19,56,105,10,89,No,Low,Yes,1050,181.01,1231.01,1966.01,1910.01,0.53,55.16,Medium,Critical - Reorder Now
P1482,2025-04-27,S15,221,34,13,86,Yes,Low,No,442,209.31,651.31,889.31,668.31,6.5,19.6,Low,Critical - Reorder Now
P1483,2025-04-28,S16,302,27,11,98,No,Medium,No,297,181.74,478.74,667.74,365.74,11.19,6.48,Low,Critical - Reorder Now
P1484,2025-04-29,S5,162,20,10,74,No,Low,No,200,193.87,393.87,533.87,371.87,8.1,27.03,Low,Critical - Reorder Now
P1485,2025-04-30,S3,18,18,7,85,No,Low,No,126,154.31,280.31,406.31,388.31,1.0,36.79,Low,Critical - Reorder Now
P1486,2025-05-01,S12,369,78,10,60,Yes,Low,No,780,205.88,985.88,1531.88,1162.88,4.73,15.03,Low,Critical - Reorder Now
P1487,2025-05-02,S20,263,75,5,63,Yes,High,No,375,143.76,518.76,1043.76,780.76,3.51,20.46,Low,Critical - Reorder Now
P1488,2025-05-03,S4,281,113,11,88,Yes,Low,No,1243,190.74,1433.74,2224.74,1943.74,2.49,34.62,Low,Critical - Reorder Now
P1489,2025-05-04,S16,112,56,6,60,No,Medium,No,336,159.48,495.48,887.48,775.48,2.0,25.12,Low,Critical - Reorder Now
P1490,2025-05-05,S7,487,41,5,81,No,Low,No,205,132.84,337.84,624.84,137.84,11.88,27.3,Low,Low Stock
P1491,2025-05-06,S13,326,33,7,70,No,Low,No,231,165.08,396.08,627.08,301.08,9.88,26.33,Low,Critical - Reorder Now
P1492,2025-05-07,S10,29,71,12,69,No,High,No,852,217.08,1069.08,1566.08,1537.08,0.41,13.98,Low,Critical - Reorder Now
P1493,2025-05-08,S7,134,19,2,76,No,Medium,Yes,38,85.94,123.94,256.94,122.94,7.05,70.22,High,High Risk
P1494,2025-05-09,S14,66,104,5,95,No,Medium,Yes,520,124.35,644.35,1372.35,1306.35,0.63,83.88,High,Critical - Reorder Now
P1495,2025-05-10,S5,64,51,10,85,No,Medium,No,510,184.44,694.44,1051.44,987.44,1.25,26.27,Low,Critical - Reorder Now
P1496,2025-05-11,S3,291,50,3,80,Yes,Low,No,150,103.37,253.37,603.37,312.37,5.82,19.82,Low,Low Stock
P1497,2025-05-12,S11,24,56,9,72,Yes,Low,No,504,185.55,689.55,1081.55,1057.55,0.43,13.67,Low,Critical - Reorder Now
P1498,2025-05-13,S11,36,23,13,68,No,Medium,Yes,299,226.92,525.92,686.92,650.92,1.57,23.4,Low,Critical - Reorder Now
P1499,2025-05-14,S18,0,81,6,70,No,Medium,Yes,486,152.83,638.83,1205.83,1205.83,0.0,77.23,High,Critical - Reorder Now
P1500,2025-05-15,S15,398,110,13,70,Yes,High,No,1430,224.96,1654.96,2424.96,2026.96,3.62,25.49,Low,Critical - Reorder Now
P1501,2025-05-16,S12,36,25,10,65,No,Medium,No,250,201.59,451.59,626.59,590.59,1.44,11.41,Low,Critical - Reorder Now
P1502,2025-05-17,S9,140,68,3,60,No,Low,No,204,112.77,316.77,792.77,652.77,2.06,13.39,Low,Critical - Reorder Now
P1503,2025-05-18,S10,231,41,7,65,No,Low,Yes,287,168.67,455.67,742.67,511.67,5.63,70.58,High,Critical - Reorder Now
P1504,2025-05-19,S12,135,31,4,72,No,Low,No,124,123.7,247.7,464.7,329.7,4.35,31.95,Low,Critical - Reorder Now
P1505,2025-05-20,S17,388,59,14,81,No,High,No,826,222.29,1048.29,1461.29,1073.29,6.58,21.66,Low,Critical - Reorder Now
P1506,2025-05-21,S6,187,33,3,90,No,Medium,No,99,98.67,197.67,428.67,241.67,5.67,14.36,Low,Critical - Reorder Now
P1507,2025-05-22,S7,127,24,8,81,Yes,Low,No,192,168.03,360.03,528.03,401.03,5.29,20.39,Low,Critical - Reorder Now
P1508,2025-05-23,S14,200,29,13,96,No,High,No,377,199.53,576.53,779.53,579.53,6.9,14.48,Low,Critical - Reorder Now
P1509,2025-05-24,S13,126,74,4,86,No,High,No,296,116.11,412.11,930.11,804.11,1.7,8.99,Low,Critical - Reorder Now
P1510,2025-05-25,S8,256,67,11,73,No,Low,No,737,204.24,941.24,1410.24,1154.24,3.82,28.97,Low,Critical - Reorder Now
P1511,2025-05-26,S10,163,40,1,64,No,High,No,40,64.02,104.02,384.02,221.02,4.08,23.96,Low,Low Stock
P1512,2025-05-27,S9,34,6,6,95,Yes,High,Yes,36,136.22,172.22,214.22,180.22,5.67,69.71,Medium,Critical - Reorder Now
P1513,2025-05-28,S18,193,26,10,91,No,Low,Yes,260,179.29,439.29,621.29,428.29,7.42,71.29,High,Critical - Reorder Now
P1514,2025-05-29,S2,190,100,11,93,Yes,High,No,1100,186.24,1286.24,1986.24,1796.24,1.9,29.66,Low,Critical - Reorder Now
P1515,2025-05-30,S5,103,20,11,66,No,Low,Yes,220,210.53,430.53,570.53,467.53,5.15,77.12,High,Critical - Reorder Now
P1516,2025-05-31,S5,22,22,1,69,No,Low,Yes,22,62.66,84.66,238.66,216.66,1.0,66.02,Medium,Critical - Reorder Now
P1517,2025-06-01,S6,264,73,5,76,No,High,No,365,135.88,500.88,1011.88,747.88,3.62,33.12,Low,Critical - Reorder Now
P1518,2025-06-02,S19,289,58,7,89,No,Low,No,406,151.44,557.44,963.44,674.44,4.98,38.43,Low,Critical - Reorder Now
P1519,2025-06-03,S8,429,104,6,80,No,Low,No,624,146.19,770.19,1498.19,1069.19,4.12,31.92,Low,Critical - Reorder Now
P1520,2025-06-04,S16,461,34,14,72,Yes,Medium,No,476,231.42,707.42,945.42,484.42,13.56,23.0,Low,Critical - Reorder Now
P1521,2025-06-05,S13,383,49,2,60,No,Low,No,98,92.07,190.07,533.07,150.07,7.82,26.66,Low,Low Stock
P1522,2025-06-06,S1,259,23,11,60,Yes,Medium,No,253,215.93,468.93,629.93,370.93,11.26,27.1,Low,Critical - Reorder Now
P1523,2025-06-07,S20,413,91,4,92,No,Medium,No,364,112.85,476.85,1113.85,700.85,4.54,20.1,Low,Critical - Reorder Now
P1524,2025-06-08,S17,478,38,11,97,Yes,Medium,Yes,418,182.64,600.64,866.64,388.64,12.58,68.36,Medium,Critical - Reorder Now
P1525,2025-06-09,S7,357,17,2,84,No,Medium,Yes,34,82.87,116.87,235.87,0.0,21.0,30.08,Low,Overstock
P1526,2025-06-10,S13,74,47,11,85,No,High,No,517,193.44,710.44,1039.44,965.44,1.57,31.74,Low,Critical - Reorder Now
P1527,2025-06-11,S4,354,66,1,72,No,High,Yes,66,61.85,127.85,589.85,235.85,5.36,17.52,Low,Low Stock
P1528,2025-06-12,S4,71,97,3,87,Yes,Low,Yes,291,100.08,391.08,1070.08,999.08,0.73,22.0,Low,Critical - Reorder Now
P1529,2025-06-13,S6,258,104,3,92,No,Low,Yes,312,97.73,409.73,1137.73,879.73,2.48,33.41,Low,Critical - Reorder Now
P1530,2025-06-14,S19,397,26,12,96,No,Low,No,312,191.7,503.7,685.7,288.7,15.27,4.5,Low,Critical - Reorder Now
P1531,2025-06-15,S12,187,56,7,89,No,High,No,392,151.44,543.44,935.44,748.44,3.34,15.08,Low,Critical - Reorder Now
P1532,2025-06-16,S7,460,56,1,67,No,Medium,No,56,63.21,119.21,511.21,51.21,8.21,12.25,Low,Low Stock
P1533,2025-06-17,S10,172,115,9,60,No,High,Yes,1035,195.32,1230.32,2035.32,1863.32,1.5,66.72,Medium,Critical - Reorder Now
P1534,2025-06-18,S19,479,40,11,71,No,High,No,440,206.04,646.04,926.04,447.04,11.98,23.97,Low,Critical - Reorder Now
P1535,2025-06-19,S7,289,77,6,64,No,Low,Yes,462,156.82,618.82,1157.82,868.82,3.75,15.07,Low,Critical - Reorder Now
P1536,2025-06-20,S3,44,107,4,83,No,Low,No,428,117.73,545.73,1294.73,1250.73,0.41,16.46,Low,Critical - Reorder Now
P1537,2025-06-21,S13,60,119,3,65,No,Low,No,357,110.42,467.42,1300.42,1240.42,0.5,22.15,Low,Critical - Reorder Now
P1538,2025-06-22,S13,82,23,3,84,No,Medium,No,69,101.49,170.49,331.49,249.49,3.57,22.34,Low,Critical - Reorder Now
P1539,2025-06-23,S18,122,42,2,60,Yes,Medium,No,84,92.07,176.07,470.07,348.07,2.9,11.31,Low,Critical - Reorder Now
P1540,2025-06-24,S20,357,74,2,84,No,High,No,148,82.87,230.87,748.87,391.87,4.82,21.07,Low,Low Stock
P1541,2025-06-25,S8,15,115,14,60,No,Medium,No,1610,243.6,1853.6,2658.6,2643.6,0.13,51.32,Medium,Critical - Reorder Now
P1542,2025-06-26,S9,65,83,12,91,No,Low,No,996,196.4,1192.4,1773.4,1708.4,0.78,25.89,Low,Critical - Reorder Now
P1543,2025-06-27,S7,423,61,13,62,No,Medium,No,793,232.79,1025.79,1452.79,1029.79,6.93,34.53,Low,Critical - Reorder Now
P1544,2025-06-28,S1,144,24,10,78,Yes,Medium,No,240,190.44,430.44,598.44,454.44,6.0,22.56,Low,Critical - Reorder Now
P1545,2025-06-29,S3,374,13,5,88,Yes,Medium,No,65,128.6,193.6,284.6,0.0,28.77,32.62,Low,Overstock
P1546,2025-06-30,S13,161,36,9,61,No,Medium,No,324,194.5,518.5,770.5,609.5,4.47,52.36,Medium,Critical - Reorder Now
P1547,2025-07-01,S17,233,8,2,68,No,Low,No,16,89.0,105.0,161.0,0.0,29.12,9.34,Low,Overstock
P1548,2025-07-02,S1,379,54,2,76,No,Low,Yes,108,85.94,193.94,571.94,192.94,7.02,53.46,Medium,Low Stock
P1549,2025-07-03,S6,143,86,12,95,No,High,No,1032,192.64,1224.64,1826.64,1683.64,1.66,33.81,Low,Critical - Reorder Now
P1550,2025-07-04,S6,357,9,6,76,No,High,No,54,148.84,202.84,265.84,0.0,39.67,9.32,Low,Overstock
P1551,2025-07-05,S12,187,24,13,71,No,High,No,312,223.98,535.98,703.98,516.98,7.79,19.8,Low,Critical - Reorder Now
P1552,2025-07-06,S13,321,91,10,79,No,Medium,Yes,910,189.58,1099.58,1736.58,1415.58,3.53,70.58,High,Critical - Reorder Now
P1553,2025-07-07,S13,449,79,2,62,No,Medium,No,158,91.31,249.31,802.31,353.31,5.68,16.95,Low,Low Stock
P1554,2025-07-08,S15,473,41,12,63,No,Low,No,492,222.71,714.71,1001.71,528.71,11.54,30.16,Low,Critical - Reorder Now
P1555,2025-07-09,S16,12,26,4,76,Yes,High,No,104,121.53,225.53,407.53,395.53,0.46,38.25,Low,Critical - Reorder Now
P1556,2025-07-10,S11,183,62,6,96,No,Low,No,372,135.55,507.55,941.55,758.55,2.95,16.55,Low,Critical - Reorder Now
P1557,2025-07-11,S5,110,72,5,74,No,High,No,360,137.09,497.09,1001.09,891.09,1.53,25.7,Low,Critical - Reorder Now
P1558,2025-07-12,S4,414,97,1,92,No,High,No,97,56.43,153.43,832.43,418.43,4.27,19.92,Low,Low Stock
P1559,2025-07-13,S3,289,48,6,75,Yes,High,Yes,288,149.51,437.51,773.51,484.51,6.02,54.1,Medium,Critical - Reorder Now
P1560,2025-07-14,S19,294,38,1,70,No,Medium,No,38,62.39,100.39,366.39,72.39,7.74,11.26,Low,Low Stock
P1561,2025-07-15,S20,450,81,3,79,Yes,High,No,243,103.84,346.84,913.84,463.84,5.56,10.42,Low,Low Stock
P1562,2025-07-16,S18,391,46,10,97,No,High,No,460,174.14,634.14,956.14,565.14,8.5,27.42,Low,Critical - Reorder Now
P1563,2025-07-17,S15,214,13,5,83,Yes,Medium,No,65,131.63,196.63,287.63,73.63,16.46,17.87,Low,Low Stock
P1564,2025-07-18,S9,461,110,14,75,No,High,No,1540,228.38,1768.38,2538.38,2077.38,4.19,39.63,Low,Critical - Reorder Now
P1565,2025-07-19,S17,119,99,10,89,No,Medium,No,990,181.01,1171.01,1864.01,1745.01,1.2,24.94,Low,Critical - Reorder Now
P1566,2025-07-20,S14,381,11,13,93,No,Medium,No,143,202.47,345.47,422.47,41.47,34.64,4.03,Low,Low Stock
P1567,2025-07-21,S15,54,72,5,60,Yes,Low,No,360,145.58,505.58,1009.58,955.58,0.75,15.54,Low,Critical - Reorder Now
P1568,2025-07-22,S1,26,23,13,83,Yes,Medium,No,299,212.25,511.25,672.25,646.25,1.13,25.7,Low,Critical - Reorder Now
P1569,2025-07-23,S3,117,110,10,83,Yes,Medium,No,1100,186.15,1286.15,2056.15,1939.15,1.06,19.85,Low,Critical - Reorder Now
P1570,2025-07-24,S16,220,98,6,68,Yes,Medium,No,588,154.16,742.16,1428.16,1208.16,2.24,39.53,Low,Critical - Reorder Now
P1571,2025-07-25,S11,230,35,12,81,No,High,Yes,420,205.8,625.8,870.8,640.8,6.57,58.15,Medium,Critical - Reorder Now
P1572,2025-07-26,S12,52,39,10,71,Yes,Low,No,390,196.45,586.45,859.45,807.45,1.33,7.47,Low,Critical - Reorder Now
P1573,2025-07-27,S10,294,61,8,76,No,High,No,488,171.87,659.87,1086.87,792.87,4.82,27.49,Low,Critical - Reorder Now
P1574,2025-07-28,S16,320,89,5,84,Yes,Medium,Yes,445,131.02,576.02,1199.02,879.02,3.6,35.95,Low,Critical - Reorder Now
P1575,2025-07-29,S8,400,65,14,87,No,Medium,No,910,216.2,1126.2,1581.2,1181.2,6.15,12.33,Low,Critical - Reorder Now
P1576,2025-07-30,S6,232,35,11,74,No,Low,No,385,203.34,588.34,833.34,601.34,6.63,23.86,Low,Critical - Reorder Now
P1577,2025-07-31,S12,157,87,1,89,Yes,Low,No,87,57.24,144.24,753.24,596.24,1.8,34.95,Low,Low Stock
P1578,2025-08-01,S8,436,99,5,86,No,Medium,No,495,129.81,624.81,1317.81,881.81,4.4,32.5,Low,Critical - Reorder Now
P1579,2025-08-02,S4,268,57,3,81,Yes,Medium,No,171,102.9,273.9,672.9,404.9,4.7,11.19,Low,Critical - Reorder Now
P1580,2025-08-03,S8,20,36,4,69,Yes,High,No,144,125.33,269.33,521.33,501.33,0.56,10.64,Low,Critical - Reorder Now
P1581,2025-08-04,S18,402,70,13,90,No,Medium,No,910,205.4,1115.4,1605.4,1203.4,5.74,17.0,Low,Critical - Reorder Now
P1582,2025-08-05,S5,52,63,8,86,No,High,No,504,164.2,668.2,1109.2,1057.2,0.83,21.67,Low,Critical - Reorder Now
P1583,2025-08-06,S9,274,14,7,71,No,Low,No,98,164.36,262.36,360.36,86.36,19.57,22.6,Low,Low Stock
P1584,2025-08-07,S4,312,6,11,90,No,High,No,66,188.94,254.94,296.94,0.0,52.0,18.48,Low,Healthy
P1585,2025-08-08,S17,280,70,5,91,No,Medium,No,350,126.78,476.78,966.78,686.78,4.0,20.63,Low,Critical - Reorder Now
P1586,2025-08-09,S9,213,64,2,91,No,High,Yes,128,80.18,208.18,656.18,443.18,3.33,15.45,Low,Low Stock
P1587,2025-08-10,S1,30,92,6,94,No,High,Yes,552,136.88,688.88,1332.88,1302.88,0.33,68.78,Medium,Critical - Reorder Now
P1588,2025-08-11,S20,336,21,11,80,No,Low,No,231,197.94,428.94,575.94,239.94,16.0,19.89,Low,Critical - Reorder Now
P1589,2025-08-12,S13,182,100,6,69,Yes,High,No,600,153.5,753.5,1453.5,1271.5,1.82,34.87,Low,Critical - Reorder Now
P1590,2025-08-13,S16,22,20,10,75,Yes,Medium,No,200,193.02,393.02,533.02,511.02,1.1,27.31,Low,Critical - Reorder Now
P1591,2025-08-14,S13,31,20,10,66,No,High,No,200,200.74,400.74,540.74,509.74,1.55,12.1,Low,Critical - Reorder Now
P1592,2025-08-15,S14,445,50,14,63,No,High,Yes,700,240.56,940.56,1290.56,845.56,8.9,17.74,Low,Critical - Reorder Now
P1593,2025-08-16,S3,73,43,11,86,Yes,High,Yes,473,192.54,665.54,966.54,893.54,1.7,69.31,Medium,Critical - Reorder Now
P1594,2025-08-17,S6,9,35,6,84,No,Medium,No,210,143.53,353.53,598.53,589.53,0.26,11.7,Low,Critical - Reorder Now
P1595,2025-08-18,S18,483,111,14,90,Yes,High,No,1554,213.15,1767.15,2544.15,2061.15,4.35,30.68,Low,Critical - Reorder Now
P1596,2025-08-19,S19,455,92,9,70,No,Medium,No,828,187.18,1015.18,1659.18,1204.18,4.95,32.04,Low,Critical - Reorder Now
P1597,2025-08-20,S5,53,5,11,79,Yes,High,No,55,198.84,253.84,288.84,235.84,10.6,36.26,Low,Critical - Reorder Now
P1598,2025-08-21,S15,51,15,8,95,No,Low,Yes,120,157.29,277.29,382.29,331.29,3.4,49.21,Medium,Critical - Reorder Now
P1599,2025-08-22,S2,147,89,8,76,No,Low,No,712,171.87,883.87,1506.87,1359.87,1.65,26.04,Low,Critical - Reorder Now
P1600,2025-08-23,S10,159,8,1,70,Yes,Low,No,8,62.39,70.39,126.39,0.0,19.88,37.7,Low,Overstock
P1601,2025-08-24,S18,369,75,5,89,No,Medium,No,375,127.99,502.99,1027.99,658.99,4.92,17.97,Low,Critical - Reorder Now
P1602,2025-08-25,S13,13,30,7,94,No,Medium,No,210,147.85,357.85,567.85,554.85,0.43,15.14,Low,Critical - Reorder Now
P1603,2025-08-26,S5,177,115,6,97,Yes,Medium,No,690,134.89,824.89,1629.89,1452.89,1.54,22.93,Low,Critical - Reorder Now
P1604,2025-08-27,S1,411,54,5,81,Yes,High,No,270,132.84,402.84,780.84,369.84,7.61,22.55,Low,Low Stock
P1605,2025-08-28,S1,365,16,8,86,Yes,Medium,Yes,128,164.2,292.2,404.2,39.2,22.81,66.66,Medium,Low Stock
P1606,2025-08-29,S18,499,99,3,96,No,Medium,Yes,297,95.85,392.85,1085.85,586.85,5.04,67.95,Medium,Low Stock
P1607,2025-08-30,S15,52,85,6,94,No,Medium,No,510,136.88,646.88,1241.88,1189.88,0.61,25.5,Low,Critical - Reorder Now
P1608,2025-08-31,S17,407,101,5,63,Yes,Medium,No,505,143.76,648.76,1355.76,948.76,4.03,20.18,Low,Critical - Reorder Now
P1609,2025-09-01,S11,334,79,8,75,No,Low,Yes,632,172.64,804.64,1357.64,1023.64,4.23,23.81,Low,Critical - Reorder Now
P1610,2025-09-02,S17,21,96,4,75,Yes,High,No,384,122.07,506.07,1178.07,1157.07,0.22,8.22,Low,Critical - Reorder Now
P1611,2025-09-03,S13,29,100,8,80,No,Low,No,800,168.8,968.8,1668.8,1639.8,0.29,48.77,Medium,Critical - Reorder Now
P1612,2025-09-04,S1,190,69,10,85,Yes,High,No,690,184.44,874.44,1357.44,1167.44,2.75,24.67,Low,Critical - Reorder Now
P1613,2025-09-05,S2,259,51,14,95,No,High,Yes,714,208.08,922.08,1279.08,1020.08,5.08,29.2,Low,Critical - Reorder Now
P1614,2025-09-06,S9,204,96,2,78,No,Low,No,192,85.17,277.17,949.17,745.17,2.12,26.75,Low,Critical - Reorder Now
P1615,2025-09-07,S3,58,57,9,76,No,Medium,No,513,182.3,695.3,1094.3,1036.3,1.02,32.17,Low,Critical - Reorder Now
P1616,2025-09-08,S1,470,110,13,85,No,Low,Yes,1430,210.29,1640.29,2410.29,1940.29,4.27,31.19,Low,Critical - Reorder Now
P1617,2025-09-09,S16,263,75,9,81,No,High,No,675,178.23,853.23,1378.23,1115.23,3.51,34.67,Low,Critical - Reorder Now
P1618,2025-09-10,S6,465,6,14,87,No,High,No,84,216.2,300.2,342.2,0.0,77.5,26.12,Low,Overstock
P1619,2025-09-11,S17,11,110,10,60,No,Medium,No,1100,205.88,1305.88,2075.88,2064.88,0.1,32.64,Low,Critical - Reorder Now
P1620,2025-09-12,S5,118,28,10,95,No,Low,No,280,175.86,455.86,651.86,533.86,4.21,47.08,Medium,Critical - Reorder Now
P1621,2025-09-13,S5,414,8,13,96,No,High,No,104,199.53,303.53,359.53,0.0,51.75,4.68,Low,Healthy
P1622,2025-09-14,S6,461,112,6,61,No,Low,No,672,158.81,830.81,1614.81,1153.81,4.12,31.64,Low,Critical - Reorder Now
P1623,2025-09-15,S3,289,23,4,76,No,Medium,No,92,121.53,213.53,374.53,85.53,12.57,14.47,Low,Low Stock
P1624,2025-09-16,S5,337,30,4,99,No,Medium,No,120,109.05,229.05,439.05,102.05,11.23,29.54,Low,Low Stock
P1625,2025-09-17,S5,247,79,13,97,Yes,High,No,1027,198.55,1225.55,1778.55,1531.55,3.13,16.6,Low,Critical - Reorder Now
P1626,2025-09-18,S10,353,44,6,80,No,Medium,Yes,264,146.19,410.19,718.19,365.19,8.02,67.57,Medium,Critical - Reorder Now
P1627,2025-09-19,S10,126,54,5,68,No,High,No,270,140.73,410.73,788.73,662.73,2.33,19.99,Low,Critical - Reorder Now
P1628,2025-09-20,S19,74,47,6,72,No,High,Yes,282,151.5,433.5,762.5,688.5,1.57,61.33,Medium,Critical - Reorder Now
P1629,2025-09-21,S17,360,79,7,70,No,Medium,Yes,553,165.08,718.08,1271.08,911.08,4.56,63.07,Medium,Critical - Reorder Now
P1630,2025-09-22,S14,203,113,7,75,No,Medium,No,791,161.49,952.49,1743.49,1540.49,1.8,22.77,Low,Critical - Reorder Now
P1631,2025-09-23,S9,48,71,9,75,Yes,Low,No,639,183.11,822.11,1319.11,1271.11,0.68,9.75,Low,Critical - Reorder Now
P1632,2025-09-24,S14,78,16,8,61,No,Low,Yes,128,183.38,311.38,423.38,345.38,4.88,75.44,High,Critical - Reorder Now
P1633,2025-09-25,S1,440,71,13,67,No,High,No,923,227.9,1150.9,1647.9,1207.9,6.2,14.0,Low,Critical - Reorder Now
P1634,2025-09-26,S19,478,110,6,72,No,Low,No,660,151.5,811.5,1581.5,1103.5,4.35,29.91,Low,Critical - Reorder Now
P1635,2025-09-27,S13,240,31,12,76,Yes,High,No,372,210.5,582.5,799.5,559.5,7.74,18.94,Low,Critical - Reorder Now
P1636,2025-09-28,S13,348,117,6,98,Yes,Medium,No,702,134.23,836.23,1655.23,1307.23,2.97,15.82,Low,Critical - Reorder Now
P1637,2025-09-29,S4,153,58,14,83,Yes,Medium,Yes,812,220.26,1032.26,1438.26,1285.26,2.64,77.0,High,Critical - Reorder Now
P1638,2025-09-30,S1,273,70,5,62,No,Low,No,350,144.37,494.37,984.37,711.37,3.9,24.52,Low,Critical - Reorder Now
P1639,2025-10-01,S17,95,53,1,89,No,High,No,53,57.24,110.24,481.24,386.24,1.79,36.47,Low,Critical - Reorder Now
P1640,2025-10-02,S8,213,20,9,72,Yes,High,Yes,180,185.55,365.55,505.55,292.55,10.65,36.53,Low,Critical - Reorder Now
P1641,2025-10-03,S2,293,6,9,78,No,Low,Yes,54,180.67,234.67,276.67,0.0,48.83,59.96,Medium,Healthy
P1642,2025-10-04,S8,208,64,9,66,No,High,No,576,190.43,766.43,1214.43,1006.43,3.25,18.02,Low,Critical - Reorder Now
P1643,2025-10-05,S7,342,58,11,68,No,High,No,638,208.73,846.73,1252.73,910.73,5.9,33.36,Low,Critical - Reorder Now
P1644,2025-10-06,S2,87,34,8,78,No,Medium,No,272,170.34,442.34,680.34,593.34,2.56,31.32,Low,Critical - Reorder Now
P1645,2025-10-07,S3,305,88,13,99,No,High,Yes,1144,196.6,1340.6,1956.6,1651.6,3.47,52.28,Medium,Critical - Reorder Now
P1646,2025-10-08,S18,263,42,10,81,Yes,High,No,420,187.87,607.87,901.87,638.87,6.26,27.55,Low,Critical - Reorder Now
P1647,2025-10-09,S12,424,32,13,77,No,High,No,416,218.12,634.12,858.12,434.12,13.25,13.32,Low,Critical - Reorder Now
P1648,2025-10-10,S1,389,29,3,82,Yes,Low,Yes,87,102.43,189.43,392.43,3.43,13.41,58.95,Medium,Low Stock
P1649,2025-10-11,S12,324,100,1,61,No,Low,No,100,64.83,164.83,864.83,540.83,3.24,21.17,Low,Low Stock
P1650,2025-10-12,S5,427,14,11,70,No,Low,Yes,154,206.93,360.93,458.93,31.93,30.5,65.09,Medium,Low Stock
P1651,2025-10-13,S17,376,64,12,90,Yes,High,No,768,197.34,965.34,1413.34,1037.34,5.88,25.65,Low,Critical - Reorder Now
P1652,2025-10-14,S16,319,46,12,92,Yes,High,No,552,195.46,747.46,1069.46,750.46,6.93,20.77,Low,Critical - Reorder Now
P1653,2025-10-15,S15,156,44,8,73,No,Low,No,352,174.17,526.17,834.17,678.17,3.55,20.31,Low,Critical - Reorder Now
P1654,2025-10-16,S15,155,101,7,75,No,Low,Yes,707,161.49,868.49,1575.49,1420.49,1.53,42.2,Medium,Critical - Reorder Now
P1655,2025-10-17,S5,138,81,13,70,No,High,No,1053,224.96,1277.96,1844.96,1706.96,1.7,20.44,Low,Critical - Reorder Now
P1656,2025-10-18,S14,120,109,5,92,Yes,High,No,545,126.17,671.17,1434.17,1314.17,1.1,51.53,Medium,Critical - Reorder Now
P1657,2025-10-19,S2,64,46,10,66,Yes,Medium,No,460,200.74,660.74,982.74,918.74,1.39,22.67,Low,Critical - Reorder Now
P1658,2025-10-20,S11,106,51,7,90,No,Low,Yes,357,150.72,507.72,864.72,758.72,2.08,72.89,High,Critical - Reorder Now
P1659,2025-10-21,S19,146,41,10,73,Yes,High,Yes,410,194.73,604.73,891.73,745.73,3.56,68.52,Medium,Critical - Reorder Now
P1660,2025-10-22,S7,136,84,4,87,No,Low,No,336,115.56,451.56,1039.56,903.56,1.62,11.44,Low,Critical - Reorder Now
P1661,2025-10-23,S6,410,113,9,75,Yes,Low,No,1017,183.11,1200.11,1991.11,1581.11,3.63,23.5,Low,Critical - Reorder Now
P1662,2025-10-24,S2,161,26,11,78,No,Low,Yes,286,199.74,485.74,667.74,506.74,6.19,64.39,Medium,Critical - Reorder Now
P1663,2025-10-25,S6,427,61,10,76,Yes,Medium,No,610,192.16,802.16,1229.16,802.16,7.0,28.81,Low,Critical - Reorder Now
P1664,2025-10-26,S18,451,88,14,85,Yes,High,No,1232,218.23,1450.23,2066.23,1615.23,5.12,26.61,Low,Critical - Reorder Now
P1665,2025-10-27,S2,99,118,2,65,No,High,No,236,90.16,326.16,1152.16,1053.16,0.84,24.37,Low,Critical - Reorder Now
P1666,2025-10-28,S18,337,111,9,68,No,Low,No,999,188.81,1187.81,1964.81,1627.81,3.04,11.61,Low,Critical - Reorder Now
P1667,2025-10-29,S15,398,31,9,76,Yes,High,No,279,182.3,461.3,678.3,280.3,12.84,28.85,Low,Critical - Reorder Now
P1668,2025-10-30,S19,306,45,5,90,Yes,Medium,Yes,225,127.38,352.38,667.38,361.38,6.8,73.12,High,Critical - Reorder Now
P1669,2025-10-31,S2,140,84,11,71,Yes,Low,Yes,924,206.04,1130.04,1718.04,1578.04,1.67,60.03,Medium,Critical - Reorder Now
P1670,2025-11-01,S20,82,38,1,82,No,Medium,No,38,59.14,97.14,363.14,281.14,2.16,16.98,Low,Critical - Reorder Now
P1671,2025-11-02,S6,176,36,7,64,No,Medium,No,252,169.38,421.38,673.38,497.38,4.89,31.53,Low,Critical - Reorder Now
P1672,2025-11-03,S1,197,94,10,95,Yes,High,No,940,175.86,1115.86,1773.86,1576.86,2.1,16.93,Low,Critical - Reorder Now
P1673,2025-11-04,S15,111,93,10,95,No,High,No,930,175.86,1105.86,1756.86,1645.86,1.19,47.78,Medium,Critical - Reorder Now
P1674,2025-11-05,S10,55,70,4,62,No,Medium,No,280,129.13,409.13,899.13,844.13,0.79,20.5,Low,Critical - Reorder Now
